SOURCE,TARGET,WEIGHT
72981,6790,2.5833333333333334E-4
36351,6820,2.5833333333333334E-4
97020,6828,0.021505376344086023
54617,6832,2.5833333333333334E-4
54617,6872,2.5833333333333334E-4
71427,6877,2.5833333333333334E-4
43920,6918,0.021505376344086023
82846,6923,0.055944055944055944
54617,6947,2.5833333333333334E-4
52459,6965,2.5833333333333334E-4
97140,6975,2.5833333333333334E-4
53814,7037,0.040356083086053415
67518,7041,0.0055
79163,7041,0.0055
63726,7044,2.5833333333333334E-4
40227,7045,2.5833333333333334E-4
22814,7056,2.5833333333333334E-4
92450,7059,2.5833333333333334E-4
74043,7180,2.5833333333333334E-4
23874,7182,2.5833333333333334E-4
26689,7191,2.5833333333333334E-4
65758,7229,2.5833333333333334E-4
48941,7258,2.5833333333333334E-4
58691,7296,2.5833333333333334E-4
40496,7334,0.040356083086053415
95126,7338,2.5833333333333334E-4
9247,7339,2.5833333333333334E-4
91291,7344,2.5833333333333334E-4
92450,7350,2.5833333333333334E-4
56239,7356,2.5833333333333334E-4
52459,7383,2.5833333333333334E-4
7897,7391,2.5833333333333334E-4
73825,7408,2.5833333333333334E-4
44393,7429,2.5833333333333334E-4
54617,7429,2.5833333333333334E-4
18276,7458,0.0055
57269,7458,0.0055
22814,7480,2.5833333333333334E-4
58934,7484,2.5833333333333334E-4
85438,7498,2.5833333333333334E-4
59580,7508,0.021505376344086023
76550,7520,2.5833333333333334E-4
96981,7534,2.5833333333333334E-4
39988,7540,0.040356083086053415
17377,7553,2.5833333333333334E-4
91535,7558,0.0055
53569,7576,2.5833333333333334E-4
55086,7598,2.5833333333333334E-4
14834,7639,2.5833333333333334E-4
9247,7654,2.5833333333333334E-4
47628,7660,2.5833333333333334E-4
43778,7665,0.055944055944055944
25875,7681,2.5833333333333334E-4
65758,7684,2.5833333333333334E-4
47133,7718,0.0055
36106,7727,0.0055
88415,7728,2.5833333333333334E-4
93759,7736,2.5833333333333334E-4
80236,7757,2.5833333333333334E-4
7844,7792,2.5833333333333334E-4
31031,7793,0.0055
95126,7800,2.5833333333333334E-4
46324,7807,2.5833333333333334E-4
16699,7824,0.0055
64427,7837,0.021505376344086023
14072,7847,2.5833333333333334E-4
43050,7860,2.5833333333333334E-4
52459,7862,2.5833333333333334E-4
55499,7923,2.5833333333333334E-4
76550,7924,2.5833333333333334E-4
34240,7928,2.5833333333333334E-4
19559,7931,2.5833333333333334E-4
60837,7987,0.0055
13985,7998,2.5833333333333334E-4
33530,8010,2.5833333333333334E-4
92450,8028,2.5833333333333334E-4
55056,8050,2.5833333333333334E-4
40227,8053,2.5833333333333334E-4
27550,8068,2.5833333333333334E-4
22814,8086,2.5833333333333334E-4
15254,8108,2.5833333333333334E-4
22814,8113,2.5833333333333334E-4
40227,8120,2.5833333333333334E-4
99530,8141,2.5833333333333334E-4
47519,8147,2.5833333333333334E-4
56239,8172,2.5833333333333334E-4
43532,8194,2.5833333333333334E-4
58940,8218,0.023809523809523808
84475,8222,2.5833333333333334E-4
47314,8235,2.5833333333333334E-4
51477,8235,2.5833333333333334E-4
78894,8255,2.5833333333333334E-4
25875,8285,2.5833333333333334E-4
62706,8303,0.055944055944055944
76550,8332,2.5833333333333334E-4
54617,8336,2.5833333333333334E-4
82318,8354,2.5833333333333334E-4
24596,8364,2.5833333333333334E-4
67518,8366,2.5833333333333334E-4
81637,8380,0.040356083086053415
35112,8385,2.5833333333333334E-4
15254,8416,0.040356083086053415
58940,8416,0.040356083086053415
65758,8430,2.5833333333333334E-4
65758,8448,2.5833333333333334E-4
45365,8451,0.03235294117647059
99343,8463,2.5833333333333334E-4
16748,8482,2.5833333333333334E-4
63893,8485,0.040356083086053415
92450,8491,0.023809523809523808
47133,8499,2.5833333333333334E-4
8936,8503,2.5833333333333334E-4
47628,8522,2.5833333333333334E-4
72909,8531,2.5833333333333334E-4
22046,8534,2.5833333333333334E-4
43532,8539,2.5833333333333334E-4
28508,8557,2.5833333333333334E-4
47806,8558,2.5833333333333334E-4
24784,8573,2.5833333333333334E-4
72981,8581,2.5833333333333334E-4
47314,8582,2.5833333333333334E-4
9247,8584,2.5833333333333334E-4
54200,8584,2.5833333333333334E-4
65758,8608,2.5833333333333334E-4
30447,8610,2.5833333333333334E-4
53569,8649,2.5833333333333334E-4
93759,8694,2.5833333333333334E-4
43532,8710,2.5833333333333334E-4
49020,8714,2.5833333333333334E-4
15749,8732,2.5833333333333334E-4
91056,8736,2.5833333333333334E-4
29774,8742,2.5833333333333334E-4
48036,8756,2.5833333333333334E-4
14108,8767,2.5833333333333334E-4
30586,8784,2.5833333333333334E-4
15749,8834,2.5833333333333334E-4
22814,8838,2.5833333333333334E-4
9247,8839,2.5833333333333334E-4
55562,8850,2.5833333333333334E-4
40151,8855,2.5833333333333334E-4
25875,8858,2.5833333333333334E-4
12318,8859,2.5833333333333334E-4
63726,8875,2.5833333333333334E-4
76550,8898,2.5833333333333334E-4
99343,8905,2.5833333333333334E-4
69023,8920,2.5833333333333334E-4
23874,8959,2.5833333333333334E-4
47628,8960,2.5833333333333334E-4
57269,8985,0.0055
43532,8988,2.5833333333333334E-4
62706,9004,0.0055
30447,9022,2.5833333333333334E-4
54617,9030,2.5833333333333334E-4
9214,9037,2.5833333333333334E-4
54617,9044,2.5833333333333334E-4
48572,9066,2.5833333333333334E-4
64697,9091,0.040356083086053415
31773,9094,2.5833333333333334E-4
63168,9124,0.040356083086053415
54132,9142,0.021505376344086023
10882,9160,2.5833333333333334E-4
14359,9176,2.5833333333333334E-4
82341,9205,2.5833333333333334E-4
76460,9224,2.5833333333333334E-4
42986,9230,2.5833333333333334E-4
25534,9249,2.5833333333333334E-4
29184,9249,2.5833333333333334E-4
35112,9274,2.5833333333333334E-4
23790,9307,2.5833333333333334E-4
48572,9331,2.5833333333333334E-4
53569,9346,2.5833333333333334E-4
67137,9362,2.5833333333333334E-4
47096,9385,0.021505376344086023
55824,9402,2.5833333333333334E-4
47628,9423,2.5833333333333334E-4
56199,9441,2.5833333333333334E-4
92450,9453,2.5833333333333334E-4
53718,9462,0.0055
34031,9478,0.0055
51923,9483,0.040356083086053415
61742,9489,0.06181818181818182
34031,9491,0.0055
19732,9504,2.5833333333333334E-4
77766,9530,2.5833333333333334E-4
37532,9574,2.5833333333333334E-4
74043,9593,0.0055
83493,9593,0.0055
31031,9608,2.5833333333333334E-4
18784,9614,2.5833333333333334E-4
69193,9625,2.5833333333333334E-4
94291,9628,0.055944055944055944
60072,9629,2.5833333333333334E-4
63726,9640,2.5833333333333334E-4
55264,9664,2.5833333333333334E-4
15749,9682,2.5833333333333334E-4
11280,9686,0.02689075630252101
43532,9750,2.5833333333333334E-4
40227,9769,2.5833333333333334E-4
58940,9781,2.5833333333333334E-4
38709,9798,2.5833333333333334E-4
26708,9808,2.5833333333333334E-4
76550,9846,2.5833333333333334E-4
48352,9866,2.5833333333333334E-4
80041,9876,2.5833333333333334E-4
56239,9930,2.5833333333333334E-4
84704,9941,2.5833333333333334E-4
92450,9983,2.5833333333333334E-4
30447,9995,2.5833333333333334E-4
35112,10003,2.5833333333333334E-4
46324,10022,2.5833333333333334E-4
52287,10049,2.5833333333333334E-4
47314,10058,2.5833333333333334E-4
11978,10078,2.5833333333333334E-4
45203,10102,2.5833333333333334E-4
55562,10110,2.5833333333333334E-4
90657,10121,2.5833333333333334E-4
47628,10130,2.5833333333333334E-4
89243,10158,2.5833333333333334E-4
15749,10168,2.5833333333333334E-4
14536,10181,2.5833333333333334E-4
87156,10256,2.5833333333333334E-4
40958,10267,0.0055
29774,10273,2.5833333333333334E-4
58689,10277,0.040356083086053415
34240,10281,2.5833333333333334E-4
35112,10301,2.5833333333333334E-4
30259,10326,2.5833333333333334E-4
48352,10332,2.5833333333333334E-4
59580,10353,0.021505376344086023
11978,10382,0.0055
47628,10427,2.5833333333333334E-4
63623,10460,2.5833333333333334E-4
30259,10462,2.5833333333333334E-4
52210,10502,2.5833333333333334E-4
43050,10528,2.5833333333333334E-4
25534,10548,0.021505376344086023
10897,10550,2.5833333333333334E-4
47628,10591,2.5833333333333334E-4
60072,10602,2.5833333333333334E-4
12195,10619,0.06181818181818182
74043,10640,2.5833333333333334E-4
40496,10670,2.5833333333333334E-4
55562,10675,2.5833333333333334E-4
45203,10676,2.5833333333333334E-4
26118,10694,2.5833333333333334E-4
23874,10698,2.5833333333333334E-4
19019,10709,2.5833333333333334E-4
16795,10758,0.055944055944055944
88415,10769,2.5833333333333334E-4
48941,10783,0.0055
23874,10784,2.5833333333333334E-4
28424,10788,0.023809523809523808
61636,10790,2.5833333333333334E-4
16710,10792,0.0055
35112,10798,2.5833333333333334E-4
75636,10801,2.5833333333333334E-4
40151,10807,0.040356083086053415
43532,10842,2.5833333333333334E-4
97687,10853,2.5833333333333334E-4
62738,10897,0.040356083086053415
23874,10903,2.5833333333333334E-4
18335,10907,2.5833333333333334E-4
40227,10924,2.5833333333333334E-4
27604,10947,2.5833333333333334E-4
97140,11000,2.5833333333333334E-4
48352,11006,2.5833333333333334E-4
41084,11051,0.0055
80638,11079,2.5833333333333334E-4
30447,11113,2.5833333333333334E-4
23874,11117,2.5833333333333334E-4
81637,11124,2.5833333333333334E-4
67518,11133,2.5833333333333334E-4
97140,11166,2.5833333333333334E-4
75654,11184,2.5833333333333334E-4
42896,11188,2.5833333333333334E-4
37532,11193,0.040356083086053415
36265,11227,0.0055
75636,11227,0.0055
77420,11227,0.0055
70554,11237,0.040356083086053415
11978,11247,0.021505376344086023
36265,11275,2.5833333333333334E-4
16480,11296,2.5833333333333334E-4
94291,11317,0.040356083086053415
31517,11328,2.5833333333333334E-4
40151,11330,2.5833333333333334E-4
53569,11330,2.5833333333333334E-4
12167,11385,0.055944055944055944
23874,11386,2.5833333333333334E-4
97140,11425,2.5833333333333334E-4
52187,11432,2.5833333333333334E-4
63715,11452,2.5833333333333334E-4
16710,11460,2.5833333333333334E-4
17192,11461,2.5833333333333334E-4
14536,11491,2.5833333333333334E-4
52287,11519,0.021505376344086023
29774,11528,2.5833333333333334E-4
53376,11592,2.5833333333333334E-4
22722,11599,0.0055
53569,11612,2.5833333333333334E-4
54200,11631,2.5833333333333334E-4
35112,11679,2.5833333333333334E-4
94251,11695,0.021505376344086023
29774,11728,0.0055
34470,11732,0.0055
95126,11739,2.5833333333333334E-4
82341,11767,2.5833333333333334E-4
61143,11788,2.5833333333333334E-4
59580,11831,0.0055
76550,11843,2.5833333333333334E-4
72981,11860,2.5833333333333334E-4
55726,11876,2.5833333333333334E-4
48352,11881,2.5833333333333334E-4
82846,11885,2.5833333333333334E-4
77766,11889,2.5833333333333334E-4
14055,11895,2.5833333333333334E-4
40227,11905,2.5833333333333334E-4
30447,11927,2.5833333333333334E-4
76550,11944,2.5833333333333334E-4
47519,11957,2.5833333333333334E-4
43532,11974,2.5833333333333334E-4
36739,12002,2.5833333333333334E-4
33424,12008,0.0055
18665,12023,0.021505376344086023
23874,12027,2.5833333333333334E-4
23998,12049,0.0055
14359,12051,2.5833333333333334E-4
47806,12052,2.5833333333333334E-4
23874,12063,2.5833333333333334E-4
88386,12080,2.5833333333333334E-4
92959,12114,2.5833333333333334E-4
28003,12115,0.055944055944055944
93759,12117,0.0055
30447,12145,2.5833333333333334E-4
53569,12178,2.5833333333333334E-4
53569,12226,2.5833333333333334E-4
97140,12270,2.5833333333333334E-4
15749,12334,2.5833333333333334E-4
54617,12341,0.052941176470588235
80593,12350,2.5833333333333334E-4
25875,12356,2.5833333333333334E-4
91017,12356,2.5833333333333334E-4
30447,12383,2.5833333333333334E-4
77786,12391,2.5833333333333334E-4
18341,12409,2.5833333333333334E-4
23998,12425,2.5833333333333334E-4
85075,12425,2.5833333333333334E-4
35699,12442,2.5833333333333334E-4
25875,12461,2.5833333333333334E-4
54350,12467,2.5833333333333334E-4
63623,12491,2.5833333333333334E-4
54132,12496,2.5833333333333334E-4
40496,12538,2.5833333333333334E-4
40227,12555,2.5833333333333334E-4
47133,12570,0.0055
27604,12583,2.5833333333333334E-4
52459,12593,2.5833333333333334E-4
64697,12593,2.5833333333333334E-4
72981,12609,2.5833333333333334E-4
15749,12654,2.5833333333333334E-4
97140,12671,2.5833333333333334E-4
28017,12680,2.5833333333333334E-4
97140,12686,2.5833333333333334E-4
25875,12692,2.5833333333333334E-4
15749,12706,2.5833333333333334E-4
30447,12742,2.5833333333333334E-4
31517,12751,0.0055
48572,12760,2.5833333333333334E-4
54350,12763,2.5833333333333334E-4
48698,12805,2.5833333333333334E-4
53175,12821,0.03235294117647059
18687,12828,2.5833333333333334E-4
25576,12885,2.5833333333333334E-4
22814,12888,2.5833333333333334E-4
24900,12917,2.5833333333333334E-4
63893,12919,2.5833333333333334E-4
43920,12936,2.5833333333333334E-4
77786,12939,2.5833333333333334E-4
97687,12989,0.0055
18784,13009,2.5833333333333334E-4
48698,13028,2.5833333333333334E-4
43050,13043,2.5833333333333334E-4
15749,13051,2.5833333333333334E-4
63726,13100,2.5833333333333334E-4
77786,13128,2.5833333333333334E-4
66585,13139,2.5833333333333334E-4
65758,13149,2.5833333333333334E-4
76365,13151,0.0055
15749,13152,2.5833333333333334E-4
63726,13218,2.5833333333333334E-4
91535,13268,2.5833333333333334E-4
47806,13277,2.5833333333333334E-4
18210,13286,2.5833333333333334E-4
96869,13323,2.5833333333333334E-4
25534,13327,2.5833333333333334E-4
22814,13335,2.5833333333333334E-4
82263,13339,2.5833333333333334E-4
45203,13354,2.5833333333333334E-4
22814,13374,2.5833333333333334E-4
83991,13383,0.040356083086053415
48352,13400,0.0055
70554,13402,2.5833333333333334E-4
22722,13430,2.5833333333333334E-4
78894,13446,0.0055
35699,13484,0.021505376344086023
92450,13496,2.5833333333333334E-4
40227,13516,2.5833333333333334E-4
43050,13520,2.5833333333333334E-4
48352,13613,2.5833333333333334E-4
99530,13712,2.5833333333333334E-4
58355,13728,0.0055
91624,13728,0.0055
92753,13728,0.0055
77420,13732,2.5833333333333334E-4
